business_id,sector,business_age_years,legal_status,division,location_type,employees_count,monthly_revenue_bdt,monthly_profit_bdt,existing_loans,prior_loan_count,late_payment_history,loan_purpose,loan_amount_bdt,preferred_tenure_months,collateral_level,cashflow_stability,missed_payment_last_12m,repayment_confidence,owner_education,days_payable_outstanding,business_description,loan_purpose_description,repayment_plan_description,risk_factors_description,target_missed_payment,split
SME0378,Manufacturing,19,Sole,Khulna,Urban,10,1126827,405069,Yes,1,Never,Renovation,795870,30,High,2,No,4,Primary,30,"Food processing in Kushtia, Khulna division. Operating 19 years with 10 employees. Urban market with strong competition. Monthly revenue approximately 1126K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 795K BDT for renovation. Current operations at capacity. Need funds to renovate premises. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 30 months from business cashflow.,Monthly installment 26K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 2/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Khulna division market stable. Customer base loyal with 19 years reputation. Management experienced in handling operational challenges.",0,train
SME0379,Retail,17,Sole,Chittagong,Urban,24,2424886,359183,No,2,Rarely,Inventory,2377902,24,High,5,No,3,Primary,40,"Grocery shop in Comilla, Chittagong division. Operating 17 years with 24 employees. Urban market with strong competition. Monthly revenue approximately 2424K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 2377K BDT for inventory. Current operations at capacity. Need funds to stock seasonal inventory. Market opportunity significant with 25% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 24 months from business cashflow.,Monthly installment 99K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 2 previous loans repaid successfully. Cashflow stability rated 5/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Chittagong division market stable. Customer base loyal with 17 years reputation. Management experienced in handling operational challenges.",0,train
SME0380,Retail,10,Sole,Dhaka,Urban,11,98388,15264,No,0,Never,Inventory,198298,18,High,4,No,4,Master's,20,"Electronics store in Dhaka City, Dhaka division. Operating 10 years with 11 employees. Urban market with strong competition. Monthly revenue approximately 98K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 198K BDT for inventory. Current operations at capacity. Need funds to stock seasonal inventory. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 18 months from business cashflow.,Monthly installment 11K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 0 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 10 years reputation. Management experienced in handling operational challenges.",0,train
SME0381,Retail,1,Sole,Dhaka,Urban,21,2943719,1062395,No,2,Never,Working capital,5000000,36,High,5,No,5,Primary,15,"Grocery shop in Narayanganj, Dhaka division. Operating 1 years with 21 employees. Urban market with strong competition. Monthly revenue approximately 2943K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 5000K BDT for working capital. Current operations at capacity. Need funds to expand working capital. Market opportunity significant with 20% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 36 months from business cashflow.,Monthly installment 138K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 2 previous loans repaid successfully. Cashflow stability rated 5/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 1 years reputation. Management experienced in handling operational challenges.",0,train
SME0382,Services,15,Partnership,Dhaka,Urban,22,1599207,326726,Yes,1,Never,Renovation,1125056,6,Low,3,No,4,Higher Secondary,15,"Repair workshop in Narayanganj, Dhaka division. Operating 15 years with 22 employees. Urban market with strong competition. Monthly revenue approximately 1599K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 1125K BDT for renovation. Current operations at capacity. Need funds to renovate premises. Market opportunity significant with 25% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 6 months from business cashflow.,Monthly installment 187K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 20% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 3/5. Owner committed with low collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 15 years reputation. Management experienced in handling operational challenges.",0,train
SME0383,Services,3,Limited,Barisal,Rural,19,386727,71263,No,0,Never,Working capital,446789,12,Moderate,3,No,5,Primary,20,"Restaurant in Barisal City, Barisal division. Operating 3 years with 19 employees. Rural area serving local community. Monthly revenue approximately 386K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 446K BDT for working capital. Current operations at capacity. Need funds to expand working capital. Market opportunity significant with 25% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 12 months from business cashflow.,Monthly installment 37K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 0 previous loans repaid successfully. Cashflow stability rated 3/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Barisal division market stable. Customer base loyal with 3 years reputation. Management experienced in handling operational challenges.",0,train
SME0384,Services,11,Sole,Chittagong,Urban,17,524095,67476,Yes,2,Never,Inventory,288398,24,High,4,No,2,Master's,40,"Beauty salon in Feni, Chittagong division. Operating 11 years with 17 employees. Urban market with strong competition. Monthly revenue approximately 524K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 288K BDT for inventory. Current operations at capacity. Need funds to stock seasonal inventory. Market opportunity significant with 30% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 24 months from business cashflow.,Monthly installment 12K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 20% of revenue for loan servicing. 2 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Chittagong division market stable. Customer base loyal with 11 years reputation. Management experienced in handling operational challenges.",0,test
SME0385,Manufacturing,12,Limited,Khulna,Rural,45,72021,17619,Yes,0,Never,Equipment,146095,36,High,4,No,4,Higher Secondary,15,"Textile mill in Satkhira, Khulna division. Operating 12 years with 45 employees. Rural area serving local community. Monthly revenue approximately 72K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 146K BDT for equipment. Current operations at capacity. Need funds to purchase modern equipment. Market opportunity significant with 30% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 36 months from business cashflow.,Monthly installment 4K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 0 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Khulna division market stable. Customer base loyal with 12 years reputation. Management experienced in handling operational challenges.",0,train
SME0386,Manufacturing,12,Sole,Dhaka,Urban,28,779974,183075,Yes,2,Never,Renovation,1738141,18,High,4,No,5,Secondary,15,"Food processing in Tangail, Dhaka division. Operating 12 years with 28 employees. Urban market with strong competition. Monthly revenue approximately 779K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 1738K BDT for renovation. Current operations at capacity. Need funds to renovate premises. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 18 months from business cashflow.,Monthly installment 96K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 2 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 12 years reputation. Management experienced in handling operational challenges.",0,train
SME0387,Services,11,Sole,Dhaka,Urban,22,2644238,348307,No,3,Never,Equipment,5000000,24,Moderate,4,No,5,Secondary,20,"It consultancy in Dhaka City, Dhaka division. Operating 11 years with 22 employees. Urban market with strong competition. Monthly revenue approximately 2644K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 5000K BDT for equipment. Current operations at capacity. Need funds to purchase modern equipment. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 24 months from business cashflow.,Monthly installment 208K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 20% of revenue for loan servicing. 3 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 11 years reputation. Management experienced in handling operational challenges.",0,train
SME0388,Services,16,Sole,Chittagong,Urban,3,1966375,730791,No,1,Never,Equipment,3693811,18,Moderate,3,No,3,Higher Secondary,75,"Transport service in Comilla, Chittagong division. Operating 16 years with 3 employees. Urban market with strong competition. Monthly revenue approximately 1966K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 3693K BDT for equipment. Current operations at capacity. Need funds to purchase modern equipment. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 18 months from business cashflow.,Monthly installment 205K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 20% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 3/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Chittagong division market stable. Customer base loyal with 16 years reputation. Management experienced in handling operational challenges.",0,train
SME0389,Services,12,Limited,Khulna,Urban,14,1801337,258403,Yes,0,Sometimes,Expansion,3740151,24,Moderate,3,Yes,5,Higher Secondary,40,"Repair workshop in Satkhira, Khulna division. Operating 12 years with 14 employees. Urban market with strong competition. Monthly revenue approximately 1801K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 3740K BDT for expansion. Current operations at capacity. Need funds to open new branch. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 24 months from business cashflow.,Monthly installment 155K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 0 previous loans repaid successfully. Cashflow stability rated 3/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Khulna division market stable. Customer base loyal with 12 years reputation. Management experienced in handling operational challenges.",1,train
SME0390,Manufacturing,6,Sole,Chittagong,Urban,42,1906734,399383,No,2,Rarely,Renovation,4338675,12,Low,4,No,3,Secondary,30,"Food processing in Coxs Bazar, Chittagong division. Operating 6 years with 42 employees. Urban market with strong competition. Monthly revenue approximately 1906K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 4338K BDT for renovation. Current operations at capacity. Need funds to renovate premises. Market opportunity significant with 20% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 12 months from business cashflow.,Monthly installment 361K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 2 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with low collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Chittagong division market stable. Customer base loyal with 6 years reputation. Management experienced in handling operational challenges.",0,train
SME0391,Services,13,Sole,Dhaka,Urban,12,176924,33478,Yes,1,Never,Inventory,345959,24,Low,4,No,2,Secondary,90,"Restaurant in Gazipur, Dhaka division. Operating 13 years with 12 employees. Urban market with strong competition. Monthly revenue approximately 176K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 345K BDT for inventory. Current operations at capacity. Need funds to stock seasonal inventory. Market opportunity significant with 20% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 24 months from business cashflow.,Monthly installment 14K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with low collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 13 years reputation. Management experienced in handling operational challenges.",0,train
SME0392,Agriculture,14,Sole,Barisal,Urban,2,2096669,492302,No,0,Never,Equipment,5000000,12,High,5,No,3,Higher Secondary,60,"Rice mill in Patuakhali, Barisal division. Operating 14 years with 2 employees. Urban market with strong competition. Monthly revenue approximately 2096K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 5000K BDT for equipment. Current operations at capacity. Need funds to purchase modern equipment. Market opportunity significant with 25% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 12 months from business cashflow.,Monthly installment 416K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 0 previous loans repaid successfully. Cashflow stability rated 5/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Barisal division market stable. Customer base loyal with 14 years reputation. Management experienced in handling operational challenges.",0,train
SME0393,Manufacturing,16,Limited,Dhaka,Urban,20,1623666,267071,No,2,Never,Expansion,2934472,36,Low,3,No,5,Bachelor's,30,"Metalworks in Dhaka City, Dhaka division. Operating 16 years with 20 employees. Urban market with strong competition. Monthly revenue approximately 1623K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 2934K BDT for expansion. Current operations at capacity. Need funds to open new branch. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 36 months from business cashflow.,Monthly installment 81K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 2 previous loans repaid successfully. Cashflow stability rated 3/5. Owner committed with low collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 16 years reputation. Management experienced in handling operational challenges.",0,train
SME0394,Agriculture,4,Limited,Chittagong,Urban,14,2607731,507889,Yes,1,Never,Working capital,5000000,18,Moderate,5,No,4,Primary,45,"Rice mill in Feni, Chittagong division. Operating 4 years with 14 employees. Urban market with strong competition. Monthly revenue approximately 2607K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 5000K BDT for working capital. Current operations at capacity. Need funds to expand working capital. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 18 months from business cashflow.,Monthly installment 277K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 20% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 5/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Chittagong division market stable. Customer base loyal with 4 years reputation. Management experienced in handling operational challenges.",0,train
SME0395,Agriculture,11,Partnership,Dhaka,Urban,14,2869519,1033192,Yes,2,Never,Equipment,2334428,18,Moderate,1,No,4,Secondary,30,"Poultry farm in Tangail, Dhaka division. Operating 11 years with 14 employees. Urban market with strong competition. Monthly revenue approximately 2869K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 2334K BDT for equipment. Current operations at capacity. Need funds to purchase modern equipment. Market opportunity significant with 25% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 18 months from business cashflow.,Monthly installment 129K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 2 previous loans repaid successfully. Cashflow stability rated 1/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 11 years reputation. Management experienced in handling operational challenges.",0,train
SME0396,Retail,17,Sole,Dhaka,Urban,15,2667186,646521,No,1,Rarely,Renovation,4849773,18,Moderate,4,No,3,Higher Secondary,7,"Pharmacy in Gazipur, Dhaka division. Operating 17 years with 15 employees. Urban market with strong competition. Monthly revenue approximately 2667K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 4849K BDT for renovation. Current operations at capacity. Need funds to renovate premises. Market opportunity significant with 30% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 18 months from business cashflow.,Monthly installment 269K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 17 years reputation. Management experienced in handling operational challenges.",0,train
SME0397,Manufacturing,4,Limited,Dhaka,Rural,13,1427178,498487,Yes,1,Sometimes,Renovation,1992799,12,Moderate,3,No,3,Secondary,15,"Food processing in Dhaka City, Dhaka division. Operating 4 years with 13 employees. Rural area serving local community. Monthly revenue approximately 1427K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 1992K BDT for renovation. Current operations at capacity. Need funds to renovate premises. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 12 months from business cashflow.,Monthly installment 166K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 3/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 4 years reputation. Management experienced in handling operational challenges.",0,train
SME0398,Services,9,Sole,Khulna,Urban,10,353510,44135,No,0,Rarely,Expansion,557074,12,Low,4,No,4,Primary,40,"Restaurant in Jessore, Khulna division. Operating 9 years with 10 employees. Urban market with strong competition. Monthly revenue approximately 353K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 557K BDT for expansion. Current operations at capacity. Need funds to open new branch. Market opportunity significant with 25% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 12 months from business cashflow.,Monthly installment 46K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 0 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with low collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Khulna division market stable. Customer base loyal with 9 years reputation. Management experienced in handling operational challenges.",0,test
SME0399,Manufacturing,10,Limited,Rajshahi,Urban,45,1781511,285490,Yes,1,Never,Equipment,4107724,18,High,4,No,4,Primary,40,"Garment factory in Sirajganj, Rajshahi division. Operating 10 years with 45 employees. Urban market with strong competition. Monthly revenue approximately 1781K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 4107K BDT for equipment. Current operations at capacity. Need funds to purchase modern equipment. Market opportunity significant with 25% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 18 months from business cashflow.,Monthly installment 228K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 30% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with high collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Rajshahi division market stable. Customer base loyal with 10 years reputation. Management experienced in handling operational challenges.",0,train
SME0400,Services,2,Limited,Dhaka,Urban,9,2072796,612090,Yes,0,Never,Inventory,4390089,24,Moderate,4,No,4,Higher Secondary,75,"Repair workshop in Tangail, Dhaka division. Operating 2 years with 9 employees. Urban market with strong competition. Monthly revenue approximately 2072K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 4390K BDT for inventory. Current operations at capacity. Need funds to stock seasonal inventory. Market opportunity significant with 15% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 24 months from business cashflow.,Monthly installment 182K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 20% of revenue for loan servicing. 0 previous loans repaid successfully. Cashflow stability rated 4/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 2 years reputation. Management experienced in handling operational challenges.",0,train
SME0401,Manufacturing,5,Limited,Chittagong,Urban,25,747579,169937,Yes,1,Never,Equipment,1176942,12,Low,5,No,4,Primary,45,"Food processing in Feni, Chittagong division. Operating 5 years with 25 employees. Urban market with strong competition. Monthly revenue approximately 747K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 1176K BDT for equipment. Current operations at capacity. Need funds to purchase modern equipment. Market opportunity significant with 30% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 12 months from business cashflow.,Monthly installment 98K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 1 previous loans repaid successfully. Cashflow stability rated 5/5. Owner committed with low collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Chittagong division market stable. Customer base loyal with 5 years reputation. Management experienced in handling operational challenges.",0,train
SME0402,Manufacturing,6,Sole,Dhaka,Urban,23,3412350,530083,Yes,0,Never,Inventory,2686799,24,Moderate,2,No,1,Secondary,7,"Metalworks in Tangail, Dhaka division. Operating 6 years with 23 employees. Urban market with strong competition. Monthly revenue approximately 3412K BDT. Peak sales during Eid festivals and wedding season. Strong supplier relationships and customer loyalty built over years. Challenges include power supply issues and seasonal demand fluctuations.",Requesting 2686K BDT for inventory. Current operations at capacity. Need funds to stock seasonal inventory. Market opportunity significant with 25% projected revenue growth. Supplier discounts available for bulk purchases. Repayment over 24 months from business cashflow.,Monthly installment 111K BDT from business revenue. Peak season sales provide repayment cushion. Maintain 25% of revenue for loan servicing. 0 previous loans repaid successfully. Cashflow stability rated 2/5. Owner committed with moderate collateral. Business growth from loan investment covers repayment comfortably.,"Competition from larger chains and online platforms. Economic uncertainty affects consumer spending. Raw material costs fluctuating. Transportation challenges during monsoon season. Power outages disrupt operations. Mitigation through diversified suppliers, cost control, and quality focus. Dhaka division market stable. Customer base loyal with 6 years reputation. Management experienced in handling operational challenges.",0,train
